airline_sentiment,text
negative,@AmericanAir but the issue is were waiting on rampers to close the door..only to waste more fuel&amp;likely to be told we need more fuel.#cycle
negative,@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?
neutral,"@AmericanAir I can DM it to you, if you follow me"
negative,"@AmericanAir No, had already waited an hour for it and wanted to get home."
negative,"@AmericanAir 4285. Apparently we’re told, staff on the ground keep promising to come and they don’t."
negative,@AmericanAir over 70 days  no contact from a human or apology letter. @AmericanAir is #yucki. Read all about it soon http://t.co/9R9OmzQAVI
negative,@AmericanAir Well I'm showing I am still sitting at the gate on the plane that has not departed?
positive,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
negative,@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?
negative,"@AmericanAir Is it possible to change the FF number on a passenger on a Flight Booking Problems, it won't let me change it?"
positive,@AmericanAir great thank you
negative,"@AmericanAir..still here. feet are freezing b/c doors have been open. Flt time was 8:30.  We have fuel but now waiting for ""rampers"" #AA4285"
negative,"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!"
neutral,@AmericanAir help http://t.co/hYrAo7A4Uu
negative,@AmericanAir there is a fat man stuck in your airplanes bathroom
neutral,@AmericanAir Connection is US2065
neutral,@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now
positive,@AmericanAir simply amazing. Smiles for miles.Thank u for my upgrade tomorrow for ORD.We are spending a lot of time together next few weeks!
negative,@AmericanAir what's the status of flight 3494 XNA to DFW. I'm getting different reports?
positive,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
negative,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land."
neutral,@AmericanAir drop me a follow I need help
negative,@AmericanAir the whole plane is the same. How old is this plane?  The seats leather is coming apart ay the seams.
neutral,@AmericanAir yes I do I am traveling to Marsh Harbor
neutral,@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject
negative,@AmericanAir If the flight I selected online was what was ticketed I would not be missing my connection. I need help getting to DFW or IAH!!
negative,@AmericanAir my seat is disgusting. Old and dirty. When are you going to refurbish this plane?  US Air 597 jfk to phx
neutral,"@AmericanAir is there any way to manually add gift cards to an ex-EU ticket( AA metal on long haul,BA for intra-EU)?"
negative,@AmericanAir I understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding? smh come on...
negative,"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?"
negative,"@AmericanAir no repair made to the water line. No potable water on board this flight. ""We will take off soon."" Time for new planes MCI&gt;DFW."
positive,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
negative,"@AmericanAir I'll be sticking with @southwest in the future. No change fees, first bag free, and stellar customer service."
neutral,@AmericanAir does it show that we are on the same plane?
positive,"@AmericanAir although you have no control of the weather, you came through with a great customer service"
negative,@AmericanAir there is no local agent! There is no person to answer our questions and their phone service is terrible.
negative,@AmericanAir ...2/2 doesn't help me.
negative,"@AmericanAir As I already have a booked flight that I can't use &amp; can't change w/o a $200 fee, Flight Booking Problems a different type of ticket...1/2"
neutral,"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?"
negative,@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!
negative,@AmericanAir watch out if you are a parent...they break stroller &amp; tell you look at the fine print
positive,@AmericanAir I wish I could remember all of their names!
neutral,@AmericanAir and is there a delay on our connection to pns?
neutral,@AmericanAir thanks for getting back to me. how frequently are these weather advisories updated throughout the day?
negative,@AmericanAir living in DFW.. Your Hub.. Hate having to fly to JFK to get to Ireland
negative,@AmericanAir ok. There is no one at the airport that is helping us. Another customer got told the flight isn't leaving till 1220
positive,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9"
negative,"@AmericanAir how do I talk to an actual person that will help me, and do what you guys should do?"
negative,@AmericanAir Customer service provides no wiggle room to change flight without a $200 change fee. @southwest has always been accommodating.
negative,"@AmericanAir flight AA1119, cx to AA157. Killing my layover, still wanting breakfast. I'm hungry! Get me to DFW!"
positive,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!"
neutral,@AmericanAir my flight number is 3M 50
negative,@AmericanAir your staff at rsw working the sliver airlines desk is not helpful. We can not get any information about our flight.
negative,@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..
neutral,@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
positive,@AmericanAir thank you for replying. Trying to figure out how to get from there from DFW
negative,@AmericanAir don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy @USAirways #NeedCoffee
neutral,"@AmericanAir @USAirways Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY."
negative,"“@AmericanAir: @Dumas2TTG Good morning, Tamara. We'll try to get you comfortably on a flight as soon as we can.”#NoXTraLegRoom #NoCoatCloset"
positive,@AmericanAir made it!  Thanks AA!
negative,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci
positive,@AmericanAir why thank you!! Yayayay!!
negative,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated
neutral,@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.
positive,@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.
neutral,@AmericanAir flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?
neutral,@AmericanAir @USAirways She's on Manch to Charlotte Fl 4628 Told her she could get on a 4pm flight to West Palm Beach. Nothing earlier?
negative,@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!
neutral,@AmericanAir it's flight 5348
negative,@AmericanAir You sent me a cheque today which can’t be paid into a UK bank account. VERY annoying!
negative,"@AmericanAir The Wichita Falls Airport is the worst, will never fly in or out again.  Unknowledgeable staff."
neutral,@AmericanAir please can you tell me why DFW has a weather advisory and RDU does not? the entire state of NC has shut down from ice &amp; snow!
positive,"Thank you, @AmericanAir! Much appreciated."
neutral,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference"
neutral,@AmericanAir when will you be issuing a weather advisory for RDU?? the entire state of NC has shut down from the overnight winter storm.
negative,@AmericanAir I’m still waiting - this has been going on far too long. Is there someone I can speak to?
positive,"@AmericanAir mission accomplished today, Thank you!"
negative,@AmericanAir  zoom in on the sauce and potatoes.  This stuff is vile.  And I mean vile. http://t.co/m2PHoavRxC
neutral,@AmericanAir when will the merging of miles between you and @USAirways be complete? Wasn't it this month?
negative,@AmericanAir - 6 months ago best catering out of all domestic airlines. Today. Worst on the planet. And I've flown almost all of them
negative,"@AmericanAir when will there be wifi on the DCA-STL route?  2 hour flight, could use some love!"
negative,@AmericanAir   What is that!? Why even bother catering dog food that no one will eat ? http://t.co/iFESPcBzTm
negative,@AmericanAir  thanks for making the worst fly experience ever. Will never book again with your airline. Train your flight attendants better.
negative,@AmericanAir I lost my (basket) ballbag on your plane
positive,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.
negative,@AmericanAir She seems a little preoccupied - that's why I'm bringing it to your attention. I am just flagging an issue as an observer.
negative,"@AmericanAir She was at gate on time though, they made her cry, and made a scene for 10 mins instead of boarding her. Plane still outside."
negative,"@AmericanAir Disappointing lack of kindness toward this person. The agent asked her counterparts ""why this person was talking to her""."
negative,"@AmericanAir yes starting w/ flight 1278, getting me home more than 48 hours Late Flightr. record locator BSUXLU"
negative,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""..."
positive,@AmericanAir fantastic thanks! Will try and tweet a photo of the view :)
positive,@AmericanAir excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!
positive,"@AmericanAir Thanks, have emailed them. How long should I expect for a response?"
neutral,"@AmericanAir  They said it works 80-90% of the time, DFW security entrance C26. Before/after pre-check, whereas I paid for the service."
neutral,@AmericanAir 3659 from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. 😳
positive,@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!
negative,@AmericanAir @USAirways stated before I'm not getting any help there. Tk over 8 hrs yest to spk to a live person then told to chk the site.
neutral,@americanair One question.. my wife didn't get the bonus. Should I call about it today?
negative,"@AmericanAir but not sufficiently sorry to actually *do* anything about it, I guess. Your systems are presumably beyond reproach or reform."
neutral,@AmericanAir Good morning!  Wondering why my pre-TSA check was not on my boarding pass this morning??
neutral,@AmericanAir  Yes I do bit you don't follow me so I can't DM you
negative,@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.
negative,"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that"
negative,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.
negative,@AmericanAir 140 characters aren't enough to describe how inconsiderate your employees are
neutral,"@AmericanAir was hoping for 8A if possible, for some frozen views along the way!"
positive,@AmericanAir ...have you seen Blue? Go look it up :)
negative,@AmericanAir your cabin 'thank you' message reminds people about having choices when they fly. I will be choosing another airline next time.
negative,"@AmericanAir really? That's it? Not even a ""we are looking into this to see what happened/what we could do better next time"""
negative,@AmericanAir Delayed: AA3186 - Missed due to delay: AA3186 - New flight now delayed: AA2401
positive,@AmericanAir Thank you.
negative,@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible
neutral,@AmericanAir hi when will your next set of flights be out for next year from Dublin???
neutral,"@AmericanAir. Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?"
negative,@AmericanAir The flight is the wrong day. Confirm # USXLON. Departure on 5/21 should be 5/22 for 2 people
negative,"@AmericanAir having trouble Flight Booking Problems a seat on US84 11 March, operated by AA. Neither airline's website will allow seat selection?"
negative,@AmericanAir thank you for the robotic and non helpful assistance.
negative,@AmericanAir I fly weekly with you and haven't seen one
negative,"@AmericanAir I would love to say the same but it's not so much. 5hs flight, no internet, no personal A/C, 20yr old plane. #NoFunAtAll"
negative,"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?"
neutral,"@AmericanAir oh I will, AA on speed dial"
neutral,"Thanks, @chasefoster. Was just about to book a flight to UK using @AmericanAir, but after reading this exchange, there's no way. I've sent"
neutral,@AmericanAir Amazing to watch @chasefoster (who travels with celebs all over the world) show the youth of America who *not* to fly with.
neutral,"@AmericanAir travel week, delays, Cancelled Flightlations, ""if you want to learn more about the merger press 1"", delay my connector in Chicago #deice"
negative,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.
negative,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.
negative,@AmericanAir That’s a rather clunky process. Whoever designed that clearly doesn’t understand e-mail 101.
positive,@AmericanAir thanks! Flight 2160 today. Great crew!
neutral,"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”"
negative,@AmericanAir Your customer relations dept has one-way e-mail. How is not allowing responses helpful?
negative,"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather"""
neutral,"@AmericanAir the motor that usually starts the engine is broke and @CVGairport ground crew failed to do it on time, per pilot #maintenance"
positive,@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe
negative,@AmericanAir she has  the guy u served drinks 2  til he needed awheelchair to get off the plane is a more important then the assaulted women
negative,"@AmericanAir there's a lot of talks and no doing. 
MIA-SFO on a 20+ year old plane #nonewplanes #old #shame http://t.co/TwETPXUpPN"
neutral,"@AmericanAir and @CVGairport get it together, perfect combination for delays and Cancelled Flightlations"
negative,@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !
neutral,"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?"
negative,@AmericanAir are you a bot? Haha always same lies from you!
negative,@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks
negative,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.
negative,@AmericanAir so great AA1103 sitting for an hour first technical problems now what?
negative,@AmericanAir this has to be the absolute WORST EXPERIENCE EVER!
negative,@AmericanAir so I have to call back at 9 since the department is closed. This has to be the biggest bunch of bull!
negative,@AmericanAir just need to know why it wasn't done like it was promised it would yesterday
negative,"@AmericanAir too Late Flight now. Boarded, exit rows taken. Could not have gotten worse. Guy next 2 me should've bought 2 seats. #miserablemorning"
neutral,@AmericanAir did that yesterday. On the phone with them now
negative,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.
positive,"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service"
negative,@AmericanAir @USAirways So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges?
negative,@AmericanAir 3 months of straight travel ahead. Time to find new airline.
neutral,@AmericanAir that's what is on my ticket and my confirmation email. Anything else?
negative,@AmericanAir I'm flying into DCA my bag is at IAD.  I am already Late Flight for my meetings at work.  I will call the number when I land 😭
neutral,@AmericanAir try this. DPDFPP
negative,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......
negative,@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg
negative,"@AmericanAir I shared my experience several times (AA Ref#1-2990176298), but AA's response is senseless, weather was not the cause!!!"
neutral,@AmericanAir record number is BPDFPP.
negative,"@AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite, condescending platitudes...."
neutral,"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200"
negative,@AmericanAir is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur
negative,"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care"
negative,@AmericanAir they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt
negative,@AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat. Not acceptable. Upgrade to emergency row would help. #nothappy
negative,@AmericanAir is it right to provide faulty seats on flights plus damage a $350 bag and not replace and shrug the damage off? Flights from...
negative,@AmericanAir it isn't good enough. You need to provide a phone number. Other partners do. Should be investigated by @IATA @TheFAAOnline
neutral,Lol great answer.. “@AmericanAir: @JayFranceschi Our agents are checking in passengers as quickly as possible. We appreciate your patience.”
neutral,"@AmericanAir Super Spring Tides and “Tide of The Century” Drawing tourists to French and U.K coasts:
http://t.co/gXdqORtsS0"
neutral,"@AmericanAir Ps, I was right."
negative,"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX"
negative,@AmericanAir what's the point? So I can wait for another 6 weeks. U r one of the only airlines that refuses to handle complaints by phone
negative,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in."
negative,"@AmericanAir would have been had I seen this before 1130pm EST, when I was sound asleep."
negative,@AmericanAir merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues
neutral,"@AmericanAir You don't have those abilities anywhere! Not at the ticket counter, at cust service, or online. That's why we're done here."
negative,"@AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business, but guess not?"
negative,@AmericanAir needs to get their shit together. 2 counter people &amp; a massive line. People need to catch their flights! http://t.co/4MQFMxeBXt
negative,@AmericanAir I know your policy. Just asking for a little kindness due to extenuating circumstances.
negative,@AmericanAir the pilot her and another flight attendant left walking away laughing.  Just wow
negative,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.
neutral,@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.
negative,"@AmericanAir @Delta Maybe? Long trip, Late Flight night &amp; queues at baggage claims in two terminals, no good. I thought I paid for it 50$ instead."
negative,@AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago. Gate K20 at 430 chking her schd
negative,".@AmericanAir (2/3) ...I sat on the runway for 4 MORE HRS b4 takeoff (10 hrs Late Flight, 4:30 AM). Pilot plainly stated it was a comp/mech issue."
neutral,@AmericanAir Flight 1679 (N76200) prepares for flight at @FlyTPA before departing for @fly2ohare http://t.co/XbKvcraOKn
negative,".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded..."
negative,@AmericanAir I'm trying to choose my seats but every time I go to the next flight I get system error
positive,"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter."
neutral,"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did."
negative,@AmericanAir Policy makers need to change their mindset on aviation. Flying is not for... http://t.co/DQnn0Rf1V8
neutral,"@AmericanAir already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this"
negative,"@AmericanAir leave us stranded, send baggage with important medication to different city for 4days&amp;apologise with a $50 voucher. appalling."
negative,"@AmericanAir I've been trying to change a Thursday flight and there's a ridiculous wait time on the phone, and your website isn't helping"
neutral,@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
negative,@AmericanAir We all did! Skipper's walk-around too :(
neutral,@AmericanAir Plane Veers Off Runway at Icy Dallas Airport http://t.co/DW6VDvqXBB
negative,@AmericanAir Thank you for the acknowledgement. The IFE didn't work all that well anyway so maybe time to upgrade to lower profile system.
negative,@AmericanAir thanks for the canned reply.
negative,"@AmericanAir just went to check into flight 24 hr advance, again husband and I are seated separately for 6hr flight! why does this happen??"
negative,@AmericanAir no; I just expect a higher level of customer service &amp; for the flight crews to give us accurate information
negative,@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled!
negative,"@AmericanAir I tried when I landed, but there was no-one there.  I've emailed your customer service twice now who don't seem to care."
negative,"@AmericanAir no I've since rebooked with another airline, what I would like is compensation for all the time/money lost!"
negative,"@AmericanAir nothing, you have done enough."
negative,@AmericanAir I was rebooked on a flight that was too Late Flight for my connection!
positive,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
negative,@AmericanAir gah this is so frustrating! Nobody has my address here in the USA. Where are my bags!?!? So disorganised!!!!!!!!!!!
positive,@AmericanAir lovely flight back from MIA to LHR - great crew - thanks :-))
negative,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!"
negative,"@AmericanAir offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you're supposed to provide"
negative,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.
negative,@AmericanAir another generic response guys? Cmon. You're terrible. How about an actual helpful person? Not all the rude employees at LAX
negative,"@AmericanAir I tried, EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no"
negative,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should"
negative,@AmericanAir try contacting everyone on that flight with a refund offer and we might believe you are sincere
negative,@AmericanAir I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.
negative,@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation
negative,@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer
negative,@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡
negative,@AmericanAir thanks for the generic computer generated response. How about you accommodate your travelers instead of just saying sorry
negative,@AmericanAir they are giving cots to the people that did not get hotel rooms...that is terrible..
negative,"@AmericanAir I did twice.got a letter back saying that your company ""doesn't issue refunds for phone bills"" help!phone will be shut off"
neutral,"@AmericanAir oh, yeah. I guess those are two different things. 3 am does weird things to my brain. Thanks again! xox"
neutral,@AmericanAir yes. No one is answering and I'm on a train
negative,"@AmericanAir TY! But, their site says "" Please note that we do not offer a print subscription service for American Way. ..."""
negative,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them
neutral,@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞
negative,"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!"
negative,"@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine."
negative,"@AmericanAir i have been rebooked for the 7am flight. My questions is, why do some people get hotel and the others don't like myself?"
negative,@AmericanAir I responded. Your info different than your customer service line
neutral,@AmericanAir done
negative,"@AmericanAir will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service"
negative,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around"
negative,@AmericanAir I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call. #neveragain
negative,@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible
negative,@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???
neutral,@AmericanAir will do. I also passed the website around to other passengers.
negative,@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!
negative,@AmericanAir *does = doesn't
negative,@AmericanAir Okay... If someone does it look for it now my fear is it will be lost forever. It's a very small item.
negative,@AmericanAir what kind if airlines do you guys run? The people that got in line first received hotel vouchers? Terrible customer service!
negative,"@AmericanAir @emxlyy ""The wheel was broken when we got it. We swear."""
negative,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???
negative,@AmericanAir I'll give a reward for whoever finds and returns to me on Thurs when I fly back thru @dfwairport. I ❤️ these earrings!!
negative,"@AmericanAir checked in at Des Moines, lay over in ORD, final destination Austin, Texas.  Baggage was only checked to ORD."
neutral,@AmericanAir and btwn gate a8 &amp; a15 I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSR3GHHO
neutral,"@AmericanAir we then had to deplane, and change planes."
negative,"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks"
negative,"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour."
positive,@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.
positive,@AmericanAir Thx! I hope so. IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow.
negative,@AmericanAir I understand that but I'm hoping I can rectify this in advance. I would call but I am in AUH. I just need my one checked bag.
negative,"@AmericanAir yeah, buy me a @Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow"
negative,"@AmericanAir nothing to do with Mother Nature, more like poor commutation."
negative,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.
negative,@AmericanAir hey! I have a name issue on my reservation can you help?
negative,@AmericanAir I DM'd you
positive,@AmericanAir thank you! My lost item was located at ORD and is being returned to me.
negative,Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever
negative,"@AmericanAir 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event"
negative,@AmericanAir please allow me to speak with someone. A dialogue would solve this issue better and faster than emailing.
negative,@AmericanAir it's not only my bag...it's the complete lack of respect when I called. I was hung up on. And it is my daughters bag
negative,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time."
negative,Why doesn't @AmericanAir allow for conversations between upset customers and their customer service?  #worstcustomerserviceever
negative,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm
negative,"@AmericanAir no, you should do something about everything happened yesterday..."
neutral,@AmericanAir  and I forgot about that lounge!😂
negative,"@AmericanAir Thanks! Bleh, disconnected! Let's try this again!!"
positive,@AmericanAir appreciate it!!
positive,"@AmericanAir I love the Admiral Clubs! Thanks, hey can you follow me?"
neutral,@AmericanAir - Reference number to this request: 1-3001408092
positive,"@AmericanAir just curious. Thanks for the response as always, good or bad. Better than your competition."
negative,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.
negative,@AmericanAir were stuck on a plane in Dallas that's supposed to be going to Okc. There's an issue w/ the plane. Any idea on how much longer?
negative,@AmericanAir - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice
positive,@AmericanAir Thanks!
negative,@AmericanAir they responded. I can't respond to their response. Nor can I speak with someone. #worstcustomerserviceever
positive,@AmericanAir thanks  you always be my airline of choice when possible
negative,@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain
negative,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?
negative,.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!
negative,@AmericanAir TSA. When I tried to check in the things I've bought your people told me it was Late Flight to do it. So... I want my things back
negative,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm."
positive,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
negative,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow."
negative,@AmericanAir @united @SpiritAirPR  @Fioretti2ndWard @ChicagosMayor @garcia4chicago BS that #Noise #Late Flight #NoRahm http://t.co/CFzdJmn0uI
negative,@AmericanAir It's sad how I can't afford any long distance trips though. :/
positive,@AmericanAir btw you guys should consider making a lounge at Austin Intl. airport! Very popuLate Flightd area! Will help the company for sure👌
negative,"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience"
neutral,@AmericanAir Are you expecting any delays out of #DFW tomorrow morning?
negative,@AmericanAir that was the worst customer service experience ever. Too bad for you I'm a lawyer. Enjoy my wrath.
negative,@AmericanAir it's beyond complicated now and it feels like when I used to fly with United. Platinum means nothing.
negative,@AmericanAir I look forward to hearing back and hope that my next trip will not be like this
neutral,@AmericanAir Oh trust me. I am in love. It is so beautiful!
neutral,@AmericanAir followed!  Sure hope you can help!
positive,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
positive,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!"
negative,@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice
positive,@AmericanAir @gerri_elliott You will!! Every chance I get! Thanks for keeping me Exec Platinum.
negative,@AmericanAir no not yet. Waiting now to be connected to an agent
negative,@AmericanAir when should i expect a response from customer relations
neutral,@AmericanAir no not yet. Waiting to be connected to an agent
negative,"@AmericanAir glad that you WANTED to help me, but you didn't. Have an agent call me before I rant about shitty service every day"
negative,@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario
negative,@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁
